Price	Screen Size	Max Screen Resolution	Processor	RAM	Hard Drive	Graphics Coprocessor	Chipset Brand	Card Description	Wireless Type	Number of USB 2.0 Ports	Number of USB 3.0 Ports	Brand Name	Series	Item model number	Operating System	Item Weight	Product Dimensions	Item Dimensions L x W x H	Color	Processor Brand	Processor Count	Computer Memory Type	Flash Memory Size	Hard Drive Interface	Hard Drive Rotational Speed	Optical Drive Type	Batteries	Screen Resolution	Average Battery Life (in hours)	Hardware Platform	Rear Webcam Resolution	Power Source	Voltage	Memory Speed	California residents	Graphics Card Ram Size	National Stock Number	Package Dimensions	Audio-out Ports (#)	Battery Type",,,,,,,
$334.95	11.6 inches	1366 x 768	8032	DRAM	Mechanical Hard Drive		intel	Integrated	802.11abg, 802.11a/b/g/n/ac, 802.11a/b/g/n, 802.11a	2	2	Lenovo	81M90001US	81M90001US		4.1 pounds	11.4 x 8 x 0.8 inches	11.4 x 8 x 0.8 inches			1		64.00	Serial ATA	1 RPM	No Optical Drive	1 12V batteries required.									1 GB					https://www.amazon.com//Lenovo-Windows-81M90001US-Touchscreen-Notebook/dp/B07QB95GFZ/ref=sr_1_3711?qid=1575100606&s=computers-intl-ship&sr=1-3711
$390.34	15.6 inches	1366 x 768	2.2 GHz Core i3 8130U	8 GB SDRAM	256 GB SSD	Intel UHD Graphics 620	Intel	Integrated	802.11ac			Lenovo	IdeaPad 330S	LENOVO	Windows 10	4.12 pounds	14.1 x 9.6 x 0.8 inches	14.1 x 9.6 x 0.76 inches	Blue	Intel	2	DDR4 SDRAM		Solid State			1 Lithium ion batteries required.	1366 x 768	6 hours	PC	1.2 MP	AC & Battery									https://www.amazon.com//Lenovo-Flagship-Dual-Core-Processor-Bluetooth/dp/B07ZMGNQN9/ref=sr_1_3712?qid=1575100606&s=computers-intl-ship&sr=1-3712
$1,209.00	15.6 inches	1920x1080	2.6 GHz Intel Core i7	16 GB SDRAM	1 TB Hybrid	NVIDIA GeForce GTX 1660Ti	NVIDIA	dedicated	802.11ac			PROSTAR	NH58RCQ	NH58RCQ	Windows 10	4.85 pounds	10.2 x 14.2 x 1.1 inches	10.16 x 14.21 x 1.1 inches		Intel	6	SDRAM	250 GB	Serial ATA			1 Lithium ion batteries required. (included)	1920x1080		PC											https://www.amazon.com//Prostar-NH58RCQ-i7-9750H-2666Mhz-Warranty/dp/B07RCLVPHH/ref=sr_1_3713?qid=1575100608&s=computers-intl-ship&sr=1-3713
$459.00	15.6 inches	1366 x 768	1.8 GHz Intel Core i5	8 GB DDR3	1 TB HDD 5400 rpm	Radeon	amd	dedicated	802.11bgn	2		Dell	Dell Inspiron	i5555-2866SLV	Win 10	5.34 pounds	15 x 0.9 x 10.2 inches	14.96 x 0.95 x 10.25 inches	Silver	AMD	4	DDR3 SDRAM		Serial ATA	5400 RPM		1 Lithium Polymer batteries required.	1366x768	6 hours	PC		AC & Battery		1600 MHz							https://www.amazon.com//Dell-15-6-inch-Touchscreen-A10-8700P-Bluetooth/dp/B01BM8G3UY/ref=sr_1_3715?qid=1575100608&s=computers-intl-ship&sr=1-3715
$188.99	11.6 inches			3 GB		Intel		Integrated				Evoo	EVOO Ultra Thin		Windows 10 S	6.94 pounds	11.4 x 10 x 2 inches	11.4 x 10 x 2 inches			1	DDR3 SDRAM	32 GB																		https://www.amazon.com//EVOO-Laptop-Storage-Windows-Webcam/dp/B07LGFTDDH/ref=sr_1_3716?qid=1575100608&s=computers-intl-ship&sr=1-3716
$789.99	14 inches	1920x1080	1.6 GHz Intel Core i5	16 GB DDR4	512 GB flash_memory_solid_state	Intel UHD Graphics 620		Integrated	802.11ac			Lenovo	Flex	Flex 14	Windows 10	4.52 pounds	12.9 x 9 x 0.7 inches	12.91 x 9.02 x 0.69 inches	Black	Intel	4	DDR4 SDRAM	512 GB	Solid State			1 Lithium ion batteries required. (included)	1920x1080	8 hours	PC											https://www.amazon.com//Lenovo-Flex-14-Touchscreen-Bluetooth/dp/B07PVNF59C/ref=sr_1_3718?qid=1575100608&s=computers-intl-ship&sr=1-3718
$99.00	10.1 inches	1280x800	1.5 GHz Cortex	1 GB SDRAM DDR3	16 GB	Mali-T720			802.11abg, 802.11bgn	1		Victbing	Victbing	Victbing		1.5 pounds	9.4 x 6.6 x 0.3 inches	9.45 x 6.6 x 0.3 inches	Sliver	MTK	4	DDR3 SDRAM	16 GB	USB 2.0			1 Lithium ion batteries required. (included)	1280x800	5 hours	Android Go 8.1	5 MP	AC & Battery									https://www.amazon.com//Tablet-Android-Certified-Storage-Bluetooth/dp/B07SDM6VZG/ref=sr_1_3719?qid=1575100608&s=computers-intl-ship&sr=1-3719
$165.99	11.6 inches		1.84 GHz Intel Atom	2 GB	32 GB	GA116C		Integrated	802.11b/g, 802.11bgn, 802.11b			YUNTAB	GA116C	GA116C	Windows 10	4.05 pounds			Silver	Intel	4	DDR3 SDRAM	32 GB	USB 2.0			1 Lithium Metal batteries required. (included)		1 hours	Windows	2 MP	Corded-Electric						15.6 x 8.9 x 2.3 inches			https://www.amazon.com//GA116C-Quad-Core-Notebook-Computer-Keyboard/dp/B078MJYQ15/ref=sr_1_3720?qid=1575100608&s=computers-intl-ship&sr=1-3720
$449.99			3 GHz Intel Core i5	128 GB ddr4_sdram	128 GB mechanical_hard_drive	Intel HD Graphics 630						HP	Pavilion	NA	Windows 10	16.65 pounds	19.3 x 9.2 x 16.3 inches	19.3 x 9.2 x 16.3 inches		Intel	4	DDR3 SDRAM	128 GB	Solid State						Windows											https://www.amazon.com//HP-Pavilion-Quad-Core-Bluetooth-Refurbished/dp/B07BFWBFHS/ref=sr_1_3721?qid=1575100608&s=computers-intl-ship&sr=1-3721
$279.99	15.6 inches	1366x768	Intel Celeron	4 GB	500 GB mechanical_hard_drive	Intel HD Graphics 500	intel	Integrated	802.11ac			ASUS	X541NA	ASUS-X541NA-N3350-4GB-500GB	Windows 10	5.34 pounds	15 x 9.9 x 1.1 inches	15 x 9.9 x 1.1 inches		Intel	2	SDRAM			5400 RPM		1 Lithium ion batteries required. (included)	1366x768													https://www.amazon.com//Asus-VivoBook-Flagship-Performance-Bluetooth/dp/B07D491FQF/ref=sr_1_3722?qid=1575100608&s=computers-intl-ship&sr=1-3722
$1,523.99	1		8032	ddr4_sdram	Flash Memory Solid State			dedicated		5	1	HP	5DV28UT#ABA	5DV28UT		12.57 pounds	13.3 x 15 x 3.9 inches	13.31 x 15 x 3.94 inches			4		1.00	ATA-4	1	DVD-W								2666 MHz		1					https://www.amazon.com//HP-Smart-Buy-SFF-2144G/dp/B07GHD27YX/ref=sr_1_3723?qid=1575100608&s=computers-intl-ship&sr=1-3723
$99.00		1920 x 1200	1.5 GHz	3 GB	32 GB	Mali T720			802.11b/g, 802.11bgn, 802.11b			Astro Tab	Touch			1.95 pounds					4		32 GB				1 Lithium Polymer batteries required. (included)		6 hours	Android	5 MP	Battery						13 x 7.8 x 1.4 inches			https://www.amazon.com//Astro-Tab-Android-Bluetooth-Certified/dp/B07WDQV7XM/ref=sr_1_3724?qid=1575100608&s=computers-intl-ship&sr=1-3724
$219.00	9.7 inches			4 GB	32 GB	Qualcomm Snapdragon 820			Bluetooth			Samsung	Samsung Galaxy Tab S3	SMT827VZKA		1.8 pounds	6.7 x 0.2 x 9.3 inches	6.65 x 0.22 x 9.34 inches	Black		4		32 GB				1 Lithium Polymer batteries required. (included)	564 PPI	12 hours		13 MP	Corded-Electric, Battery									https://www.amazon.com//Samsung-Galaxy-Tab-9-7-32GB/dp/B074N8YDTV/ref=sr_1_3725?qid=1575100608&s=computers-intl-ship&sr=1-3725
$203.48	13.3 inches	1920 x 1080	1.1 GHz Intel Celeron	4 GB DDR3L	32 GB mechanical_hard_drive		Intel	Integrated	802.11ac	2	2	Thomson	Thomson	NEOX13C-4GR32	Windows 10 Home	3.9 pounds	14 x 2.5 x 10 inches	14 x 2.5 x 10 inches	Silver	Intel	2		4.00	Ethernet	1 RPM	No Optical Drive			7 hours												https://www.amazon.com//Thomson-NEOX13C4GR32-NEOX13C-4GR32-Ultrabook-Celeron/dp/B07QP8VT9R/ref=sr_1_3726?qid=1575100608&s=computers-intl-ship&sr=1-3726
$184.98			2.9 GHz Core i5-4570S	8 GB ddr3_sdram	256 GB flash_memory_solid_state	Integrated Intel HD Graphics 4600		integrated				HP	800 G1	800 G1	Windows 10 Home	2.87 pounds	17.4 x 15.7 x 6.7 inches	17.4 x 15.7 x 6.7 inches	Black	Intel	1	DDR3 SDRAM	256 GB	Solid State		DVD				PC											https://www.amazon.com//HP-EliteDesk-800-G1-Desktop/dp/B07RGM3DQZ/ref=sr_1_3727?qid=1575100608&s=computers-intl-ship&sr=1-3727
$3,109.99	15.6 inches	1920 x 1080	2.3 GHz Core i9	SO-DIMM	SSD	NVIDIA Quadro RTX 4000	NVIDIA	dedicated	802.11ac	1	1	Lenovo	ThinkPad P53 20QN002KUS Mobile Workstation	ThinkPad P53	Windows 10 Professional	9.65 pounds	14.9 x 9.9 x 1.2 inches	14.9 x 9.9 x 1.2 inches	Black	Intel	1		512.00	Solid State	1 RPM	None	1 Lithium ion batteries required.	1920 x 1080		PC		AC & Battery				8 GB					https://www.amazon.com//Lenovo-ThinkPad-P53-20QN002KUS-Workstation/dp/B07W5DJQLS/ref=sr_1_3728?qid=1575100608&s=computers-intl-ship&sr=1-3728
$99.00	10 inches	1280 x 800	2 MHz	4 GB SDRAM DDR3	64 GB	MTK			802.11bgn, Bluetooth			KuBi	Touch		Android 7.0 Nougat	2.03 pounds	9.5 x 6.7 x 0.4 inches	9.5 x 6.7 x 0.4 inches	Silver	MTK	8	DDR3 SDRAM	64 GB				1 Lithium Polymer batteries required. (included)	1280x800	7 hours	Android	8 MP	DC		2 GHz							https://www.amazon.com//KuBi-Tablet-Android-1280x800-Tablets/dp/B07PF854V2/ref=sr_1_3729?qid=1575100611&s=computers-intl-ship&sr=1-3729
$360.00	11.6 inches		2.16 GHz Pentium	4 GB DDR3L	500 GB mechanical_hard_drive	Intel Integrated Graphics		Integrated	802.11bgn		1	Lenovo	Yoga 2	Yoga 2	Windows 8;	4.6 pounds	17.4 x 2.5 x 10 inches	17.4 x 2.5 x 10 inches	Black/ Silver	Intel Pentium	2	DDR3 SDRAM			5400 RPM		1 Lithium Metal batteries required.	1366 x 768		Windows											https://www.amazon.com//Lenovo-Yoga-11-6-TouchScreen-Laptop/dp/B00IQEA8UE/ref=sr_1_3730?qid=1575100611&s=computers-intl-ship&sr=1-3730
$494.99	23.8 inches	Full HD ( 1920 x 1080)	3.1 GHz AMD A Series	8 GB SDRAM DDR	256 GB SSD		NVIDIA		802.11ac	2		Dell	Inspiron	NA	Windows 10 Home	22.1 pounds	1.7 x 21.6 x 14.1 inches	1.71 x 21.6 x 14.09 inches	Black	Intel	2	DDR SDRAM	256 GB	Solid State				Full HD ( 1920 x 1080)		Touch-Screen All-In-One Business Desktop		AC & Battery		2400 MHz							https://www.amazon.com//Dell-Touch-Screen-Dual-Core-Bluetooth-MaxxAudioR/dp/B07HGY9KXB/ref=sr_1_3731?qid=1575100611&s=computers-intl-ship&sr=1-3731
$369.00	15.6 inches	1366 x 768	1.1 GHz Pentium	4 GB	128 GB SSD	Intel UHD GRAPHICS 605	Intel		802.11b/g, 802.11bgn, 802.11b			HP	HP	HP	Windows 10	4.3 pounds	15 x 10 x 0.9 inches	15 x 10 x 0.9 inches		Intel	4	DDR3 SDRAM	128 GB	Serial ATA				1366 x 768		PC											https://www.amazon.com//HP-Premium-Pavilion-Touchscreen-Bluetooth/dp/B07VJ8XSQC/ref=sr_1_3732?qid=1575100611&s=computers-intl-ship&sr=1-3732
$988.00			4.6 GHz Intel Core i7	8 GB DDR4	1000 GB Hybrid Drive	NVIDIA GeForce GTX 1060	NVIDIA	Integrated		2	6	Dell	XPS	XPS8930-7071BLK-PUS	Windows 10 Home	22.1 pounds	13.3 x 7 x 15.1 inches	13.3 x 7 x 15.1 inches	Black	Intel	6	GDDR5	16.0	Serial ATA	7200 RPM	DVD-RW				PC						6 GB					https://www.amazon.com//Dell-XPS-8930-Tower-XPS8930-7071BLK-PUS/dp/B077C4Z8K1/ref=sr_1_3733?qid=1575100611&s=computers-intl-ship&sr=1-3733
$607.22	14 inches	1366 x 768	2.1 GHz Intel Core i3	8 GB	512 GB SSD	Intel HD Graphics 620	Intel	Integrated	802.11ac			Dell	Dell	Dell	Windows 10 Home	5.63 pounds	9.2 x 13.2 x 0.8 inches	9.2 x 13.2 x 0.8 inches		Intel	2	DDR4 SDRAM		Serial ATA				1366 x 768		PC											https://www.amazon.com//Dell-Inspiron-Touchscreen-i3-8145U-Bluetooth/dp/B07X474NLH/ref=sr_1_3734?qid=1575100611&s=computers-intl-ship&sr=1-3734
$471.99	15.6 inches		2.7 GHz AMD A Series	8 GB	256 GB flash_memory_solid_state	AMD Radeon R7	amd	Dedicated	802.11ac			ASUS	Vivobook	NA	Windows 10	5.69 pounds	14.2 x 9.6 x 0.8 inches	14.2 x 9.6 x 0.8 inches		AMD	4	DDR4 SDRAM	256 GB	Solid State			1 Lithium ion batteries required. (included)			PC											https://www.amazon.com//ASUS-VivoBook-Lightweight-A12-9720P-Processor/dp/B07TZKSHKT/ref=sr_1_3735?qid=1575100611&s=computers-intl-ship&sr=1-3735
$1,888.00			3.4 GHz Intel Core i7	16 GB ddr4_sdram	2000 GB HDD 7200 rpm	NVIDIA GeForce GTX 1080		dedicated				Dell	Area-51		Windows 10	67.7 pounds			Silver	Intel	6	SDRAM		Serial ATA		DVD-RW				PC								30.5 x 29 x 15.5 inches			https://www.amazon.com//Alienware-Signature-i7-6800K-802-11ac-Ethernet/dp/B07H3NWTB8/ref=sr_1_3736?qid=1575100611&s=computers-intl-ship&sr=1-3736
$288.00	11.6 inches	HD ( 1366 x 768 ) Touch screen	2.6 GHz AMD A Series	4 GB DDR	500 GB mechanical_hard_drive	AMD Radeon R5 Graphics Integrated	Intel		Bluetooth			Dell	Dell Inspiron 11 3000	NA	Windows 10 Home	4.58 pounds	8 x 11.5 x 0.8 inches	8 x 11.5 x 0.8 inches	Red	AMD	2	DDR SDRAM		Serial ATA			2 Lithium ion batteries required. (included)	1366x768		2 in 1 laptop		AC & Battery		2400 MHz							https://www.amazon.com//Dell-Touchscreen-2019-Bluetooth-802-11bgn-MaxxAudio/dp/B07S8B7LW2/ref=sr_1_3737?qid=1575100611&s=computers-intl-ship&sr=1-3737
$1,359.81	15.6 inches		3.8 GHz Intel Core 2 Quad	16 GB DDR	512 GB SSD	NVIDIA GeForce GTX 1050	nvidia	Dedicated				Dell	XPS 9560	DELL XPS 15 9560	Windows 10	6 pounds	21 x 12 x 2 inches	21 x 12 x 2 inches		Intel	4	DDR SDRAM	512 GB	Solid State			1 Lithium ion batteries required.			PC											https://www.amazon.com//Dell-TOUCHSCREEN-i7-7700HQ-Certified-Refurbished/dp/B06Y3VKHT4/ref=sr_1_3738?qid=1575100611&s=computers-intl-ship&sr=1-3738
$2,512.14	15.6 inches	1920 x 1080	8032	DDR4	ssd	GeForce	nvidia	Dedicated	802.11ac	1	1	MSI	GF62058	GF62 8RE-058	Windows 10 Home	9.04 pounds	20 x 4 x 14 inches	20 x 4 x 14 inches			1		256.00	ATA-4	1	BD-R						Corded-Electric		1 GHz		1					https://www.amazon.com//MSI-GF62058-Intel-i7-8750H-2-GHz/dp/B07HNJ2XKJ/ref=sr_1_3739?qid=1575100611&s=computers-intl-ship&sr=1-3739
$372.99	15.6 inches	1920 x 1080	2.7 GHz AMD A Series	12 GB	128 GB SSD	AMD Radeon R7	AMD	Dedicated				ASUS	Asus	Asus	Windows 10	3.7 pounds	14.2 x 9.6 x 0.8 inches	14.2 x 9.6 x 0.8 inches		AMD	4	DDR4 SDRAM	128 GB	Serial ATA				1920 x 1080		PC											https://www.amazon.com//Asus-VivoBook-Computer-A12-9720P-Bluetooth/dp/B07WKGDF8H/ref=sr_1_3740?qid=1575100611&s=computers-intl-ship&sr=1-3740
$1,199.66	13.3 inches	3200 x 1800	1.8 GHz Intel Core i7	16 GB	flash_memory_solid_state			Dedicated				Razer	Razer Blade		Windows 10 Home	2.98 pounds	8.1 x 12.7 x 0.5 inches	8.12 x 12.65 x 0.54 inches	Black	Intel	4		512.0																		https://www.amazon.com//Razer-Touchscreen-Generation-RZ09-02393E32-R3U1-Refurbished/dp/B07C1TD38B/ref=sr_1_3742?qid=1575100611&s=computers-intl-ship&sr=1-3742
$787.24	0.01		3 GHz Intel Core i5	8 GB DDR4	1000 GB Mechanical Hard Drive	Intel UHD Graphics 630	Intel	Integrated		4	1	Dell	Precision	51W82	Windows 10 Professional	20.6 pounds	13.6 x 7 x 13.2 inches	13.58 x 6.95 x 13.19 inches	Black	Intel	6			Serial ATA	7200 RPM	DVD-RW				Windows											https://www.amazon.com//Dell-51W82-Precision-Workstation-Hexa-core/dp/B07MZRGHKF/ref=sr_1_3743?qid=1575100611&s=computers-intl-ship&sr=1-3743
$296.96	11.6 inches	1366x768 HD	1.6 GHz Intel Celeron	4 GB DDR3	32 GB SSD	Intel HD Graphics 400		Integrated	802.11ac, Bluetooth	1		Acer	Acer R11 11.6" Convertible 2-in-1 HD IPS Touchscreen Chromebook	Acer R11 11.6	Chrome OS	11.5 ounces	11.6 x 8 x 0.8 inches	11.6 x 8 x 0.76 inches	White	Intel	4	DDR3 SDRAM	32 GB	Solid State			1 Lithium Polymer batteries required.	1366x768	10 hours	Home and Education Chromebook		AC & Battery		1.6 GHz							https://www.amazon.com//Flagship-Acer-Convertible-Touchscreen-Chromebook/dp/B076ZPLPNG/ref=sr_1_3744?qid=1575100611&s=computers-intl-ship&sr=1-3744
$399.66	15.6 inches	1366x768	2.4 GHz Intel Core i7	12 GB DDR3	1 TB HDD 5400 rpm	integrated graphics	Intel	Integrated	802.11a, 802.11b, 802.11g			HP	Pavilion	NA	Windows 10	4 pounds	15.1 x 10.2 x 1 inches	15.1 x 10.2 x 1 inches		Intel	2	DDR3 SDRAM		Serial ATA	5400 RPM			1366x768	5.5 hours	PC		AC		1600 MHz							https://www.amazon.com//HP-i7-5500U-WLED-IPS-Backlit-Keyboard/dp/B07V4P5PHB/ref=sr_1_3745?qid=1575100614&s=computers-intl-ship&sr=1-3745
$729.00	23.8 inches		2.5 GHz Intel Core i5	8 GB ddr4_sdram	1 TB mechanical_hard_drive			integrated						24-e030	Windows 10	14.21 pounds	23 x 16.7 x 7.8 inches	23 x 16.74 x 7.75 inches		Intel	2	DDR SDRAM		Serial ATA			1 Lithium ion batteries required. (included)			PC											https://www.amazon.com//Computer-Touchscreen-i5-7200U-802-11ac-Bluetooth/dp/B07PP4W7WZ/ref=sr_1_3746?qid=1575100614&s=computers-intl-ship&sr=1-3746
$429.99	15.6 inches		3.5 GHz Intel Core i7	12 GB	1 TB	Intel HD Graphics 620	intel	integrated	802.11b, 802.11g			HP	15	1KU13UA	Windows 10	4.67 pounds	14.9 x 9.9 x 0.9 inches	14.88 x 9.93 x 0.89 inches	Silver	Intel	2	DDR4 SDRAM		Serial ATA			1 Lithium Polymer batteries required. (included)		7 hours	PC				2133 MHz							https://www.amazon.com//HP-Pavilion-TouchScreen-i7-7500U-Processor/dp/B078HJVCBK/ref=sr_1_3747?qid=1575100614&s=computers-intl-ship&sr=1-3747
$219.79	14 inches			8 GB DDR3	mechanical_hard_drive	Intel HD Graphics 500	intel	Integrated	802.11bgn, Bluetooth	2		Lenovo	Lenovo Thinkpad	NB-LN-THINKPAD_T440P-NB-i5-2.6-8-500-NA-	Windows 10 Home	4.72 pounds	13.4 x 9.2 x 0.8 inches	13.4 x 9.2 x 0.8 inches		Intel	2	DDR3 SDRAM			5400 RPM		1 Lithium Polymer batteries required. (included)														https://www.amazon.com//Lenovo-Ultrabook-Performance-Dual-Core-Refurbished/dp/B0799R3HBR/ref=sr_1_3748?qid=1575100614&s=computers-intl-ship&sr=1-3748
$329.95	12.5 inches	1920 x 1080	2.4 GHz Intel Core i5	8 GB	256 GB flash_memory_solid_state	Intel Skylake Graphics	intel		802.11ac			Dell	Latitude E7270	E7270	Windows 10	5.4 pounds				Intel	1	DDR4 SDRAM		Solid State			1 Lithium ion batteries required. (included)			PC								18.1 x 16.4 x 4.8 inches			https://www.amazon.com//Dell-Latitude-E7270-UltraBook-Business/dp/B07VPRLH3B/ref=sr_1_3749?qid=1575100614&s=computers-intl-ship&sr=1-3749
$1,399.99	15.6 inches	1920 x 1080 pixels	2.8 GHz Intel Core i7	16 GB DDR4	Flash Memory Solid State	NVIDIA GeForce GTX 1060	NVIDIA	Dedicated	802.11ac	1	4	Acer	Acer Predator Series	PT715-51-761M	Windows 10	5.4 pounds	15.5 x 10.5 x 0.7 inches	15.47 x 10.47 x 0.74 inches	Obsidian Black	Intel	4	GDDR5	512.0	ATA-4	1	No Optical Drive	1 Lithium Polymer batteries required. (included)	1920 x 1080	5 hours							6 GB					https://www.amazon.com//Acer-Predator-Triton-GeForce-PT715-51-761M/dp/B075CBDJ3G/ref=sr_1_3750?qid=1575100614&s=computers-intl-ship&sr=1-3750
$769.97	0.01		2.3 GHz Intel Core i5	8 GB DDR4	Flash Memory Solid State	Integrated Graphics		Integrated			4	Intel	Bean Canyon	BOXNUC8i5BEKPA1	Windows 10 Home	2.2 pounds	6.1 x 5 x 4.6 inches	6.06 x 5 x 4.61 inches	Gunmetal	Intel	4	SODIMM	256.0	Solid State	1 RPM	None										8 GB					https://www.amazon.com//Intel-Windows-i5-8259U-Gunmetal-980595/dp/B07KK4H5Q3/ref=sr_1_3751?qid=1575100614&s=computers-intl-ship&sr=1-3751
$528.99	15.6 inches	Full HD ( 1920 x 1080 )	2 GHz AMD R Series	8 GB DDR	512 GB Hybrid	AMD Radeon Vega8 Graphics	AMD		Bluetooth, 802.11ac	1		Dell	Dell laptops	Dell Inspiron 15 5000	Windows 10 Home	6.45 pounds	10.2 x 15 x 0.8 inches	10.2 x 15 x 0.8 inches	White	AMD	4	DDR SDRAM	512 GB	Solid State			3 Lithium ion batteries required.	Full HD ( 1920 x 1080 ) TrueLife		business laptop computer pc		AC & Battery									https://www.amazon.com//Dell-Inspiron-15-5000-MaxxAudio/dp/B07WVX6P13/ref=sr_1_3752?qid=1575100614&s=computers-intl-ship&sr=1-3752
$623.99			3 GHz 8032	4 GB DDR4	500 GB Mechanical Hard Drive	Integrated Graphics		Integrated		4		Dell	Optiplex	X38KM	Windows 10 Pro	17.35 pounds	10.8 x 6.1 x 13.8 inches	10.8 x 6.1 x 13.8 inches		Intel	6		4 GB	Serial ATA	7200 RPM	DVD+RW				PC						4 GB					https://www.amazon.com//Dell-OptiPlex-Computer-Hexa-Core-X38KM/dp/B07F1787QW/ref=sr_1_3753?qid=1575100614&s=computers-intl-ship&sr=1-3753
$499.99	13.3 inches	1920 x 1080	1.2 GHz Intel Core M-5Y10 Processor	8 GB	256 GB flash_memory_solid_state		intel					Dell	7370-5224		Windows 10	2.48 pounds	12 x 0.6 x 8.3 inches	12 x 0.56 x 8.3 inches		Intel	1	DDR4 SDRAM	128 GB	Solid State			1 Lithium Polymer batteries required. (included)			PC											https://www.amazon.com//Dell-Latitude-7370-5224-13-3-Notebook/dp/B07ZFZSXGR/ref=sr_1_3754?qid=1575100614&s=computers-intl-ship&sr=1-3754
$285.00	11.6 inches	1366 x 768 pixels	1.6 GHz Celeron N3150	2 GB DDR3L	32GB Flash Memory Solid State	Intel HD Graphics		Integrated	802.11ac		1	Acer	CB5-132T	CB5-132T-C32M	Chrome OS	2.76 pounds	11.6 x 8 x 0.8 inches	11.57 x 8.03 x 0.76 inches	Denum White	Intel	1		32				1 Lithium ion batteries required. (included)		10 hours												https://www.amazon.com//Acer-Chromebook-Convertible-Celeron-CB5-132T-C32M/dp/B0161DGXIC/ref=sr_1_3755?qid=1575100614&s=computers-intl-ship&sr=1-3755
$1,265.00	15.6 inches	1920 x 1080 pixels	1.6 GHz Core i5 8250U	8 GB DDR4	Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated	802.11abg			HP	HP EliteBook	3RS16UT#ABA	Windows 10 Pro	4.25 pounds	14.6 x 9.9 x 0.7 inches	14.6 x 9.9 x 0.7 inches	Silver	Intel	4		256.0	eSATA	1 RPM	No Optical Drive	1 Lithium ion batteries required. (included)			Windows		Corded-Electric		1 GHz		1 GB					https://www.amazon.com//HP-Smart-Buy-ELITEBOOK-850/dp/B079THYC5Q/ref=sr_1_3757?qid=1575100614&s=computers-intl-ship&sr=1-3757
$897.44	15.6 inches	1920x1080	1.8 GHz Intel Core i7	12 GB	256 GB SSD	Intel HD Graphics 620	Intel	Integrated	802.11ac			HP	450 G6	450 G6	Windows 10 Pro	4.42 pounds	14.4 x 10.1 x 0.8 inches	14.4 x 10.1 x 0.8 inches	Silver	Intel	4	DDR4 SDRAM	256 GB	Solid State			1 Lithium ion batteries required. (included)	1920x1080		PC		AC & Battery									https://www.amazon.com//HP-450-G6-1920x1080-Accessories/dp/B07WJPT5NB/ref=sr_1_3758?qid=1575100614&s=computers-intl-ship&sr=1-3758
$399.00	14 inches	1920x1080	2 MHz Intel Core i3	4 GB DDR4	128 GB SSD	integrated intel hd graphics	intel	Integrated	802.11ac	1		HP	pavilion 14	pavilion 14	Windows 10	4.45 pounds	13.5 x 9.6 x 0.8 inches	13.5 x 9.6 x 0.8 inches	Silver	Intel	2	DDR4 SDRAM	128 GB	Solid State			1 Lithium ion batteries required. (included)	1920x1080		PC											https://www.amazon.com//HP-Performance-14-Dual-Core-Processor/dp/B07PZ273WK/ref=sr_1_3759?qid=1575100614&s=computers-intl-ship&sr=1-3759
$319.00	11.6 inches		1.8 GHz Intel Celeron	4 GB	120 GB flash_memory_solid_state	Radeon	amd	dedicated	802.11g			Lenovo	11e	20ED001HUS	Windows 10	10.6 ounces	0.4 x 0.4 x 0.4 inches	0.39 x 0.39 x 0.39 inches			2	DIMM	120 GB				100 Lithium ion batteries required. (included)														https://www.amazon.com//Lenovo-ThinkPad-20ED001HUS-Windows-A4-6210/dp/B01609RRMI/ref=sr_1_3760?qid=1575100614&s=computers-intl-ship&sr=1-3760
$299.00	14 inches	1366 x 768	2.6 GHz Intel Core i7	8 GB DDR3	1 TB HDD 5400 rpm		nvidia	dedicated	802.11bgn	2		Dell	Inspiron 14	Inspiron 14	Windows 10	4.95 pounds	13.4 x 9.5 x 1.4 inches	13.4 x 9.5 x 1.4 inches	Silver	Intel	4	DDR3 SDRAM		Serial ATA	5400 RPM		1 Lithium ion batteries required.	1366 x 768	5 hours	PC		AC & Battery									https://www.amazon.com//Dell-Inspiron-14-Touchscreen-Processor/dp/B01J5ZQXSI/ref=sr_1_3761?qid=1575100617&s=computers-intl-ship&sr=1-3761
$498.00	15.6 inches		2.7 GHz Intel Core i7	12 GB	2000 GB		nvidia	dedicated	802.11ac			ASUS	Asus - Q524UQ-BHI7T15 2-in-1 15.6" Touch-Screen Laptop	2724461050852	Windows 10	5.07 pounds	15 x 10 x 0.9 inches	15 x 10 x 0.9 inches		Intel	2	DDR4 SDRAM			5400 RPM		1 Lithium Polymer batteries required. (included)		6.5 hours	PC											https://www.amazon.com//Asus-Q524UQ-BHI7T15-2-Touch-Screen-Sandblasted/dp/B01MS4EQLX/ref=sr_1_3762?qid=1575100617&s=computers-intl-ship&sr=1-3762
